city,state,geoid,Total housing units,Vacant housing units,Occupied housing units,Owner occupied housing units,Renter occupied housing units,Median gross rent,Total households,Family households,Family households - Married couple family,Family households - Other family,"Family households - Other family - M householder,no wife","Family households - Other family - F householder,no husband",Nonfamily households,Nonfamily households - Householder living alone,Nonfamily households - Householder not living alone,Total household population,In family households,In family households - married couple,In family households - married couple - Relatives,In family households - married couple - Nonrelatives,"In family households - M householder,no wife","In family households - M householder,no wife - Relatives","In family households - M householder,no wife - Nonrelatives","In family households - F householder,no husband","In family households - F householder,no husband - Relatives","In family households - F householder,no husband - Nonrelatives",In nonfamily households
"Rossmoor","New Jersey","16000US3464865",2306.0,225.0,2081.0,1953.0,128.0,1073.0,2081.0,660.0,533.0,127.0,0.0,127.0,1421.0,1408.0,13.0,2779.0,1345.0,1056.0,1056.0,0.0,0.0,0.0,0.0,289.0,289.0,0.0,1434.0
"Rumson","New Jersey","16000US3465130",2644.0,263.0,2381.0,2129.0,252.0,1972.0,2381.0,2014.0,1643.0,371.0,60.0,311.0,367.0,336.0,31.0,7085.0,6673.0,5506.0,5500.0,6.0,174.0,159.0,15.0,993.0,961.0,32.0,412.0
"Runnemede","New Jersey","16000US3465160",3403.0,213.0,3190.0,2286.0,904.0,837.0,3190.0,2020.0,1526.0,494.0,180.0,314.0,1170.0,999.0,171.0,8446.0,7078.0,5532.0,5436.0,96.0,496.0,399.0,97.0,1050.0,955.0,95.0,1368.0
"Rutherford","New Jersey","16000US3465280",7238.0,343.0,6895.0,4526.0,2369.0,1335.0,6895.0,4812.0,3714.0,1098.0,221.0,877.0,2083.0,1889.0,194.0,17820.0,15443.0,12248.0,12206.0,42.0,636.0,592.0,44.0,2559.0,2494.0,65.0,2377.0
"Saddle River","New Jersey","16000US3465400",1196.0,129.0,1067.0,845.0,222.0,1688.0,1067.0,803.0,787.0,16.0,6.0,10.0,264.0,264.0,0.0,3108.0,2844.0,2803.0,2803.0,0.0,19.0,19.0,0.0,22.0,22.0,0.0,264.0
"Salem","New Jersey","16000US3465490",2659.0,636.0,2023.0,757.0,1266.0,798.0,2023.0,1091.0,460.0,631.0,113.0,518.0,932.0,848.0,84.0,5155.0,4118.0,1488.0,1442.0,46.0,470.0,432.0,38.0,2160.0,1944.0,216.0,1037.0
"Sayreville","New Jersey","16000US3465790",16560.0,1051.0,15509.0,10682.0,4827.0,1126.0,15509.0,11591.0,8279.0,3312.0,1155.0,2157.0,3918.0,3527.0,391.0,42942.0,38532.0,27864.0,27810.0,54.0,3730.0,3539.0,191.0,6938.0,6468.0,470.0,4410.0
"Sea Bright","New Jersey","16000US3466240",1163.0,422.0,741.0,410.0,331.0,1335.0,741.0,302.0,204.0,98.0,59.0,39.0,439.0,348.0,91.0,1348.0,768.0,516.0,514.0,2.0,138.0,126.0,12.0,114.0,106.0,8.0,580.0
"Seabrook Farms","New Jersey","16000US3466300",390.0,0.0,390.0,124.0,266.0,950.0,390.0,306.0,135.0,171.0,26.0,145.0,84.0,84.0,0.0,1144.0,1060.0,402.0,402.0,0.0,119.0,119.0,0.0,539.0,517.0,22.0,84.0
"Sea Girt","New Jersey","16000US3466330",1278.0,511.0,767.0,702.0,65.0,1924.0,767.0,565.0,484.0,81.0,7.0,74.0,202.0,195.0,7.0,1865.0,1653.0,1417.0,1408.0,9.0,19.0,19.0,0.0,217.0,217.0,0.0,212.0
"Sea Isle City","New Jersey","16000US3466390",6609.0,5522.0,1087.0,786.0,301.0,893.0,1087.0,665.0,613.0,52.0,14.0,38.0,422.0,391.0,31.0,1988.0,1533.0,1445.0,1445.0,0.0,27.0,22.0,5.0,61.0,61.0,0.0,455.0
"Seaside Heights","New Jersey","16000US3466450",3168.0,1808.0,1360.0,427.0,933.0,1116.0,1360.0,490.0,256.0,234.0,67.0,167.0,870.0,635.0,235.0,2850.0,1669.0,944.0,944.0,0.0,260.0,151.0,109.0,465.0,465.0,0.0,1181.0
"Seaside Park","New Jersey","16000US3466480",2588.0,1741.0,847.0,483.0,364.0,1079.0,847.0,416.0,361.0,55.0,0.0,55.0,431.0,426.0,5.0,1432.0,996.0,855.0,855.0,0.0,0.0,0.0,0.0,141.0,130.0,11.0,436.0
"Secaucus","New Jersey","16000US3466570",6750.0,536.0,6214.0,3984.0,2230.0,1391.0,6214.0,4405.0,3406.0,999.0,302.0,697.0,1809.0,1641.0,168.0,16063.0,14056.0,10929.0,10790.0,139.0,1028.0,940.0,88.0,2099.0,1993.0,106.0,2007.0
"Sewaren","New Jersey","16000US3466720",1000.0,53.0,947.0,787.0,160.0,1237.0,947.0,756.0,533.0,223.0,71.0,152.0,191.0,138.0,53.0,2662.0,2416.0,1723.0,1723.0,0.0,263.0,237.0,26.0,430.0,389.0,41.0,246.0
"Shark River Hills","New Jersey","16000US3466840",1546.0,34.0,1512.0,1468.0,44.0,1833.0,1512.0,994.0,821.0,173.0,58.0,115.0,518.0,400.0,118.0,3669.0,3025.0,2496.0,2488.0,8.0,214.0,181.0,33.0,315.0,298.0,17.0,644.0
"Shiloh","New Jersey","16000US3467020",250.0,22.0,228.0,182.0,46.0,829.0,228.0,159.0,108.0,51.0,5.0,46.0,69.0,61.0,8.0,629.0,550.0,390.0,390.0,0.0,13.0,11.0,2.0,147.0,139.0,8.0,79.0
"Ship Bottom","New Jersey","16000US3467110",2031.0,1487.0,544.0,446.0,98.0,1271.0,544.0,366.0,334.0,32.0,0.0,32.0,178.0,153.0,25.0,1098.0,892.0,793.0,793.0,0.0,0.0,0.0,0.0,99.0,78.0,21.0,206.0
"Short Hills","New Jersey","16000US3467320",4108.0,175.0,3933.0,3699.0,234.0,1738.0,3933.0,3541.0,3316.0,225.0,42.0,183.0,392.0,363.0,29.0,12963.0,12533.0,11906.0,11769.0,137.0,87.0,87.0,0.0,540.0,540.0,0.0,430.0
"Shrewsbury","New Jersey","16000US3467350",1374.0,7.0,1367.0,1310.0,57.0,1960.0,1367.0,1018.0,903.0,115.0,0.0,115.0,349.0,296.0,53.0,3722.0,3322.0,2957.0,2925.0,32.0,0.0,0.0,0.0,365.0,345.0,20.0,400.0
"Silver Lake","New Jersey","16000US3467590",1736.0,157.0,1579.0,495.0,1084.0,1086.0,1579.0,1004.0,487.0,517.0,129.0,388.0,575.0,504.0,71.0,4261.0,3544.0,1926.0,1926.0,0.0,511.0,391.0,120.0,1107.0,1007.0,100.0,717.0
"Silver Lake","New Jersey","16000US3467650",137.0,24.0,113.0,106.0,7.0,1625.0,113.0,79.0,64.0,15.0,10.0,5.0,34.0,31.0,3.0,323.0,286.0,212.0,212.0,0.0,50.0,37.0,13.0,24.0,21.0,3.0,37.0
"Silver Ridge","New Jersey","16000US3467665",881.0,64.0,817.0,757.0,60.0,1155.0,817.0,365.0,263.0,102.0,48.0,54.0,452.0,422.0,30.0,1242.0,770.0,540.0,540.0,0.0,103.0,103.0,0.0,127.0,127.0,0.0,472.0
"Singac","New Jersey","16000US3467770",1854.0,83.0,1771.0,1221.0,550.0,1235.0,1771.0,1006.0,795.0,211.0,0.0,211.0,765.0,708.0,57.0,4323.0,3439.0,2855.0,2774.0,81.0,0.0,0.0,0.0,584.0,584.0,0.0,884.0
"Six Mile Run","New Jersey","16000US3467820",1178.0,46.0,1132.0,811.0,321.0,1368.0,1132.0,725.0,618.0,107.0,0.0,107.0,407.0,379.0,28.0,3199.0,2736.0,2423.0,2423.0,0.0,0.0,0.0,0.0,313.0,294.0,19.0,463.0
"Skillman","New Jersey","16000US3467860",162.0,105.0,57.0,57.0,0.0,,57.0,39.0,16.0,23.0,13.0,10.0,18.0,18.0,0.0,119.0,101.0,45.0,45.0,0.0,32.0,32.0,0.0,24.0,24.0,0.0,18.0
"Smithville","New Jersey","16000US3468190",3316.0,340.0,2976.0,2374.0,602.0,1176.0,2976.0,2039.0,1559.0,480.0,32.0,448.0,937.0,829.0,108.0,6879.0,5798.0,4352.0,4352.0,0.0,165.0,165.0,0.0,1281.0,1229.0,52.0,1081.0
"Society Hill","New Jersey","16000US3468304",1243.0,38.0,1205.0,1042.0,163.0,1742.0,1205.0,872.0,691.0,181.0,59.0,122.0,333.0,266.0,67.0,3365.0,2887.0,2302.0,2302.0,0.0,233.0,233.0,0.0,352.0,340.0,12.0,478.0
"Somerdale","New Jersey","16000US3468340",2085.0,56.0,2029.0,1410.0,619.0,825.0,2029.0,1345.0,894.0,451.0,183.0,268.0,684.0,584.0,100.0,5180.0,4376.0,2974.0,2954.0,20.0,627.0,553.0,74.0,775.0,768.0,7.0,804.0
"Somerset","New Jersey","16000US3468370",9066.0,250.0,8816.0,6620.0,2196.0,1297.0,8816.0,5945.0,4755.0,1190.0,309.0,881.0,2871.0,2224.0,647.0,23604.0,19684.0,15997.0,15964.0,33.0,1022.0,840.0,182.0,2665.0,2526.0,139.0,3920.0
"Somers Point","New Jersey","16000US3468430",5616.0,996.0,4620.0,2700.0,1920.0,981.0,4620.0,2803.0,1754.0,1049.0,170.0,879.0,1817.0,1530.0,287.0,10832.0,8671.0,5071.0,5071.0,0.0,570.0,503.0,67.0,3030.0,2843.0,187.0,2161.0
"Somerville","New Jersey","16000US3468460",5309.0,769.0,4540.0,2623.0,1917.0,1181.0,4540.0,2999.0,2288.0,711.0,235.0,476.0,1541.0,1320.0,221.0,11730.0,9909.0,7572.0,7491.0,81.0,674.0,635.0,39.0,1663.0,1555.0,108.0,1821.0
"South Amboy","New Jersey","16000US3468550",3805.0,221.0,3584.0,2431.0,1153.0,1117.0,3584.0,2143.0,1588.0,555.0,110.0,445.0,1441.0,1196.0,245.0,8609.0,6835.0,5062.0,5014.0,48.0,325.0,285.0,40.0,1448.0,1429.0,19.0,1774.0
"South Bound Brook","New Jersey","16000US3468730",1806.0,113.0,1693.0,1183.0,510.0,1268.0,1693.0,1209.0,970.0,239.0,88.0,151.0,484.0,404.0,80.0,4643.0,4066.0,3305.0,3305.0,0.0,315.0,301.0,14.0,446.0,435.0,11.0,577.0
"South Plainfield","New Jersey","16000US3469390",8464.0,351.0,8113.0,6983.0,1130.0,1356.0,8113.0,6268.0,4864.0,1404.0,357.0,1047.0,1845.0,1327.0,518.0,23215.0,20690.0,16352.0,16307.0,45.0,1052.0,896.0,156.0,3286.0,3033.0,253.0,2525.0
"South River","New Jersey","16000US3469420",5699.0,451.0,5248.0,3733.0,1515.0,1137.0,5248.0,3819.0,2724.0,1095.0,434.0,661.0,1429.0,1146.0,283.0,15935.0,14095.0,9883.0,9786.0,97.0,1824.0,1658.0,166.0,2388.0,2295.0,93.0,1840.0
"South Toms River","New Jersey","16000US3469510",1110.0,0.0,1110.0,879.0,231.0,1483.0,1110.0,863.0,624.0,239.0,89.0,150.0,247.0,182.0,65.0,3691.0,3309.0,2539.0,2489.0,50.0,246.0,206.0,40.0,524.0,479.0,45.0,382.0
"Spotswood","New Jersey","16000US3469810",3383.0,196.0,3187.0,2635.0,552.0,723.0,3187.0,2138.0,1673.0,465.0,174.0,291.0,1049.0,904.0,145.0,8202.0,6993.0,5520.0,5509.0,11.0,687.0,611.0,76.0,786.0,776.0,10.0,1209.0
"Springdale","New Jersey","16000US3469900",5410.0,191.0,5219.0,4712.0,507.0,797.0,5219.0,4230.0,3628.0,602.0,104.0,498.0,989.0,845.0,144.0,14695.0,13563.0,11575.0,11562.0,13.0,368.0,345.0,23.0,1620.0,1552.0,68.0,1132.0
"Spring Lake","New Jersey","16000US3470110",2038.0,820.0,1218.0,1110.0,108.0,1477.0,1218.0,810.0,727.0,83.0,15.0,68.0,408.0,378.0,30.0,3008.0,2569.0,2323.0,2320.0,3.0,31.0,31.0,0.0,215.0,172.0,43.0,439.0
"Spring Lake Heights","New Jersey","16000US3470140",2752.0,636.0,2116.0,1205.0,911.0,1402.0,2116.0,1130.0,936.0,194.0,38.0,156.0,986.0,818.0,168.0,4728.0,3536.0,3009.0,2911.0,98.0,106.0,106.0,0.0,421.0,411.0,10.0,1192.0
"Stanhope","New Jersey","16000US3470380",1577.0,72.0,1505.0,1213.0,292.0,1249.0,1505.0,972.0,822.0,150.0,37.0,113.0,533.0,451.0,82.0,3594.0,2984.0,2502.0,2502.0,0.0,118.0,118.0,0.0,364.0,351.0,13.0,610.0
"Stewartsville","New Jersey","16000US3470800",153.0,21.0,132.0,30.0,102.0,829.0,132.0,74.0,7.0,67.0,0.0,67.0,58.0,58.0,0.0,241.0,183.0,23.0,23.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,58.0
"Stockton","New Jersey","16000US3470980",232.0,30.0,202.0,147.0,55.0,1417.0,202.0,111.0,89.0,22.0,6.0,16.0,91.0,63.0,28.0,476.0,354.0,301.0,290.0,11.0,22.0,19.0,3.0,31.0,31.0,0.0,122.0
"Stone Harbor","New Jersey","16000US3471010",3173.0,2703.0,470.0,395.0,75.0,1116.0,470.0,240.0,212.0,28.0,4.0,24.0,230.0,201.0,29.0,789.0,531.0,475.0,475.0,0.0,9.0,9.0,0.0,47.0,47.0,0.0,258.0
"Stratford","New Jersey","16000US3471220",2754.0,96.0,2658.0,2084.0,574.0,816.0,2658.0,1911.0,1388.0,523.0,122.0,401.0,747.0,662.0,85.0,6957.0,6081.0,4606.0,4606.0,0.0,326.0,287.0,39.0,1149.0,1117.0,32.0,876.0
"Strathmere","New Jersey","16000US3471250",493.0,428.0,65.0,55.0,10.0,,65.0,54.0,54.0,0.0,0.0,0.0,11.0,11.0,0.0,118.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
"Strathmore","New Jersey","16000US3471280",2647.0,33.0,2614.0,2378.0,236.0,1226.0,2614.0,1939.0,1706.0,233.0,93.0,140.0,675.0,580.0,95.0,6981.0,6206.0,5476.0,5461.0,15.0,271.0,238.0,33.0,459.0,452.0,7.0,775.0
"Succasunna","New Jersey","16000US3471370",3078.0,107.0,2971.0,2836.0,135.0,1785.0,2971.0,2505.0,2362.0,143.0,55.0,88.0,466.0,330.0,136.0,8781.0,8175.0,7755.0,7743.0,12.0,166.0,153.0,13.0,254.0,249.0,5.0,606.0
"Summit","New Jersey","16000US3471430",8391.0,520.0,7871.0,5512.0,2359.0,1558.0,7871.0,5682.0,4947.0,735.0,177.0,558.0,2189.0,1829.0,360.0,21524.0,18689.0,16380.0,16338.0,42.0,498.0,410.0,88.0,1811.0,1778.0,33.0,2835.0
"Surf City","New Jersey","16000US3471640",2583.0,1930.0,653.0,552.0,101.0,1089.0,653.0,363.0,334.0,29.0,8.0,21.0,290.0,256.0,34.0,1238.0,913.0,844.0,844.0,0.0,17.0,17.0,0.0,52.0,47.0,5.0,325.0
"Sussex","New Jersey","16000US3471670",1014.0,199.0,815.0,373.0,442.0,1143.0,815.0,584.0,396.0,188.0,43.0,145.0,231.0,203.0,28.0,2020.0,1760.0,1234.0,1228.0,6.0,123.0,94.0,29.0,403.0,377.0,26.0,260.0
"Swedesboro","New Jersey","16000US3471850",1033.0,91.0,942.0,659.0,283.0,1275.0,942.0,689.0,501.0,188.0,44.0,144.0,253.0,203.0,50.0,2648.0,2340.0,1786.0,1773.0,13.0,143.0,115.0,28.0,411.0,391.0,20.0,308.0
"Tavistock","New Jersey","16000US3472240",8.0,5.0,3.0,2.0,1.0,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tenafly","New Jersey","16000US3472420",4980.0,151.0,4829.0,3432.0,1397.0,2001.0,4829.0,3945.0,3363.0,582.0,124.0,458.0,884.0,796.0,88.0,14334.0,13316.0,11649.0,11615.0,34.0,452.0,440.0,12.0,1215.0,1200.0,15.0,1018.0
"Ten Mile Run","New Jersey","16000US3472435",708.0,106.0,602.0,507.0,95.0,1144.0,602.0,438.0,415.0,23.0,13.0,10.0,164.0,114.0,50.0,1675.0,1445.0,1383.0,1383.0,0.0,30.0,30.0,0.0,32.0,32.0,0.0,230.0
"Teterboro","New Jersey","16000US3472480",25.0,0.0,25.0,0.0,25.0,1728.0,25.0,18.0,7.0,11.0,6.0,5.0,7.0,3.0,4.0,80.0,70.0,20.0,20.0,0.0,24.0,18.0,6.0,26.0,26.0,0.0,10.0
"Tinton Falls","New Jersey","16000US3473020",8465.0,585.0,7880.0,6201.0,1679.0,1746.0,7880.0,4309.0,3512.0,797.0,210.0,587.0,3571.0,3254.0,317.0,17570.0,13661.0,11170.0,11170.0,0.0,652.0,571.0,81.0,1839.0,1773.0,66.0,3909.0
"Toms River","New Jersey","16000US3473110",36686.0,2708.0,33978.0,27384.0,6594.0,1196.0,33978.0,23132.0,17377.0,5755.0,1982.0,3773.0,10846.0,9075.0,1771.0,87417.0,74643.0,57048.0,56536.0,512.0,6591.0,6149.0,442.0,11004.0,10478.0,526.0,12774.0
"Totowa","New Jersey","16000US3473140",3874.0,200.0,3674.0,2905.0,769.0,1380.0,3674.0,2460.0,1905.0,555.0,45.0,510.0,1214.0,1062.0,152.0,10077.0,8678.0,6798.0,6739.0,59.0,140.0,124.0,16.0,1740.0,1702.0,38.0,1399.0
"Trenton","New Jersey","16000US3474000",34485.0,5886.0,28599.0,10259.0,18340.0,919.0,28599.0,17615.0,8344.0,9271.0,1976.0,7295.0,10984.0,9187.0,1797.0,78641.0,64960.0,32286.0,31944.0,342.0,6838.0,5945.0,893.0,25836.0,24540.0,1296.0,13681.0
"Tuckerton","New Jersey","16000US3474210",1809.0,490.0,1319.0,861.0,458.0,1325.0,1319.0,841.0,669.0,172.0,64.0,108.0,478.0,428.0,50.0,3363.0,2832.0,2109.0,2109.0,0.0,272.0,186.0,86.0,451.0,419.0,32.0,531.0
"Turnersville","New Jersey","16000US3474270",1211.0,9.0,1202.0,1192.0,10.0,2001.0,1202.0,1053.0,944.0,109.0,41.0,68.0,149.0,137.0,12.0,3472.0,3309.0,2976.0,2976.0,0.0,111.0,99.0,12.0,222.0,222.0,0.0,163.0
"Twin Rivers","New Jersey","16000US3474330",2667.0,145.0,2522.0,1899.0,623.0,1187.0,2522.0,1845.0,1385.0,460.0,169.0,291.0,677.0,527.0,150.0,7051.0,6075.0,4673.0,4673.0,0.0,565.0,453.0,112.0,837.0,773.0,64.0,976.0
"Union Beach","New Jersey","16000US3474540",2118.0,20.0,2098.0,1830.0,268.0,1431.0,2098.0,1429.0,1110.0,319.0,178.0,141.0,669.0,503.0,166.0,6238.0,5312.0,4240.0,4201.0,39.0,684.0,550.0,134.0,388.0,388.0,0.0,926.0
"Union City","New Jersey","16000US3474630",25444.0,2176.0,23268.0,4512.0,18756.0,1055.0,23268.0,15607.0,7597.0,8010.0,2367.0,5643.0,7661.0,5685.0,1976.0,67211.0,56582.0,29264.0,29151.0,113.0,8390.0,6730.0,1660.0,18928.0,17803.0,1125.0,10629.0
"Upper Montclair","New Jersey","16000US3475020",4190.0,153.0,4037.0,3400.0,637.0,1559.0,4037.0,3064.0,2633.0,431.0,99.0,332.0,973.0,790.0,183.0,11337.0,10100.0,8871.0,8829.0,42.0,267.0,267.0,0.0,962.0,924.0,38.0,1237.0
"Upper Pohatcong","New Jersey","16000US3475120",673.0,12.0,661.0,614.0,47.0,916.0,661.0,494.0,359.0,135.0,44.0,91.0,167.0,167.0,0.0,1734.0,1567.0,1170.0,1165.0,5.0,122.0,86.0,36.0,275.0,270.0,5.0,167.0
"Upper Saddle River","New Jersey","16000US3475140",2635.0,100.0,2535.0,2270.0,265.0,2001.0,2535.0,2282.0,2068.0,214.0,90.0,124.0,253.0,240.0,13.0,8177.0,7910.0,7129.0,7129.0,0.0,312.0,295.0,17.0,469.0,443.0,26.0,267.0
"Upper Stewartsville","New Jersey","16000US3475145",130.0,0.0,130.0,91.0,39.0,965.0,130.0,130.0,100.0,30.0,0.0,30.0,0.0,0.0,0.0,405.0,405.0,344.0,344.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0
"Ventnor City","New Jersey","16000US3475620",7874.0,3374.0,4500.0,2826.0,1674.0,1060.0,4500.0,2562.0,1735.0,827.0,255.0,572.0,1938.0,1625.0,313.0,10776.0,8347.0,5663.0,5639.0,24.0,690.0,635.0,55.0,1994.0,1880.0,114.0,2429.0
"Vernon Center","New Jersey","16000US3475745",1240.0,335.0,905.0,462.0,443.0,1117.0,905.0,396.0,240.0,156.0,6.0,150.0,509.0,447.0,62.0,1932.0,1332.0,739.0,739.0,0.0,13.0,13.0,0.0,580.0,539.0,41.0,600.0
"Vernon Valley","New Jersey","16000US3475750",576.0,82.0,494.0,494.0,0.0,,494.0,433.0,368.0,65.0,31.0,34.0,61.0,61.0,0.0,1349.0,1288.0,1142.0,1128.0,14.0,61.0,61.0,0.0,85.0,85.0,0.0,61.0
"Victory Gardens","New Jersey","16000US3475890",604.0,29.0,575.0,243.0,332.0,1218.0,575.0,425.0,280.0,145.0,26.0,119.0,150.0,118.0,32.0,1686.0,1495.0,1008.0,996.0,12.0,106.0,91.0,15.0,381.0,344.0,37.0,191.0
"Victory Lakes","New Jersey","16000US3475920",873.0,118.0,755.0,685.0,70.0,860.0,755.0,577.0,471.0,106.0,14.0,92.0,178.0,124.0,54.0,2145.0,1914.0,1596.0,1596.0,0.0,44.0,29.0,15.0,274.0,267.0,7.0,231.0
"Vienna","New Jersey","16000US3475950",308.0,0.0,308.0,308.0,0.0,,308.0,275.0,242.0,33.0,26.0,7.0,33.0,33.0,0.0,841.0,808.0,711.0,711.0,0.0,68.0,52.0,16.0,29.0,29.0,0.0,33.0
"Villas","New Jersey","16000US3476010",5925.0,1819.0,4106.0,3130.0,976.0,1271.0,4106.0,2643.0,1844.0,799.0,261.0,538.0,1463.0,1115.0,348.0,9407.0,7557.0,5358.0,5337.0,21.0,588.0,564.0,24.0,1611.0,1443.0,168.0,1850.0
"Vineland","New Jersey","16000US3476070",22769.0,2192.0,20577.0,13736.0,6841.0,1006.0,20577.0,14339.0,9194.0,5145.0,1219.0,3926.0,6238.0,5123.0,1115.0,59075.0,51157.0,31523.0,31149.0,374.0,4519.0,4056.0,463.0,15115.0,14042.0,1073.0,7918.0
"Vista Center","New Jersey","16000US3476107",789.0,61.0,728.0,728.0,0.0,,728.0,674.0,642.0,32.0,14.0,18.0,54.0,24.0,30.0,1677.0,1590.0,1509.0,1447.0,62.0,43.0,43.0,0.0,38.0,38.0,0.0,87.0
"Voorhees","New Jersey","16000US3476250",314.0,20.0,294.0,173.0,121.0,1043.0,294.0,201.0,152.0,49.0,0.0,49.0,93.0,84.0,9.0,976.0,868.0,702.0,702.0,0.0,0.0,0.0,0.0,166.0,166.0,0.0,108.0
"Waldwick","New Jersey","16000US3476400",3551.0,200.0,3351.0,2967.0,384.0,1842.0,3351.0,2704.0,2391.0,313.0,37.0,276.0,647.0,544.0,103.0,9689.0,8930.0,7913.0,7906.0,7.0,153.0,142.0,11.0,864.0,836.0,28.0,759.0
"Wallington","New Jersey","16000US3476490",5219.0,374.0,4845.0,1985.0,2860.0,1063.0,4845.0,3000.0,2137.0,863.0,179.0,684.0,1845.0,1529.0,316.0,11403.0,9128.0,6584.0,6572.0,12.0,566.0,550.0,16.0,1978.0,1898.0,80.0,2275.0
"Wanamassa","New Jersey","16000US3476700",1697.0,14.0,1683.0,1416.0,267.0,1054.0,1683.0,1245.0,987.0,258.0,38.0,220.0,438.0,355.0,83.0,4406.0,3865.0,3119.0,3119.0,0.0,124.0,113.0,11.0,622.0,622.0,0.0,541.0
"Wanaque","New Jersey","16000US3476730",3980.0,45.0,3935.0,3279.0,656.0,1498.0,3935.0,2979.0,2607.0,372.0,102.0,270.0,956.0,819.0,137.0,10690.0,9545.0,8534.0,8471.0,63.0,234.0,234.0,0.0,777.0,726.0,51.0,1145.0
"Waretown","New Jersey","16000US3476820",754.0,220.0,534.0,534.0,0.0,,534.0,369.0,340.0,29.0,0.0,29.0,165.0,152.0,13.0,1176.0,998.0,921.0,921.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,178.0
"Washington","New Jersey","16000US3477270",2812.0,309.0,2503.0,1429.0,1074.0,962.0,2503.0,1694.0,1150.0,544.0,89.0,455.0,809.0,714.0,95.0,6463.0,5514.0,3867.0,3801.0,66.0,260.0,225.0,35.0,1387.0,1280.0,107.0,949.0
"Watchung","New Jersey","16000US3477600",2428.0,247.0,2181.0,1968.0,213.0,1610.0,2181.0,1565.0,1381.0,184.0,29.0,155.0,616.0,540.0,76.0,5674.0,4983.0,4389.0,4389.0,0.0,126.0,126.0,0.0,468.0,453.0,15.0,691.0
"Wenonah","New Jersey","16000US3478110",855.0,82.0,773.0,676.0,97.0,1102.0,773.0,613.0,558.0,55.0,14.0,41.0,160.0,155.0,5.0,2117.0,1952.0,1778.0,1770.0,8.0,37.0,37.0,0.0,137.0,129.0,8.0,165.0
"West Belmar","New Jersey","16000US3478350",1124.0,110.0,1014.0,774.0,240.0,1422.0,1014.0,655.0,512.0,143.0,0.0,143.0,359.0,273.0,86.0,2579.0,2103.0,1674.0,1674.0,0.0,0.0,0.0,0.0,429.0,411.0,18.0,476.0
"West Cape May","New Jersey","16000US3478530",1061.0,558.0,503.0,350.0,153.0,1090.0,503.0,333.0,222.0,111.0,20.0,91.0,170.0,154.0,16.0,916.0,728.0,504.0,503.0,1.0,55.0,46.0,9.0,169.0,164.0,5.0,188.0
"Westfield","New Jersey","16000US3479040",10777.0,541.0,10236.0,8174.0,2062.0,1593.0,10236.0,7824.0,7066.0,758.0,257.0,501.0,2412.0,2170.0,242.0,30208.0,27478.0,25098.0,24956.0,142.0,818.0,760.0,58.0,1562.0,1551.0,11.0,2730.0
"West Freehold","New Jersey","16000US3479100",5343.0,23.0,5320.0,4652.0,668.0,1271.0,5320.0,3967.0,3400.0,567.0,161.0,406.0,1353.0,1199.0,154.0,14002.0,12456.0,10916.0,10909.0,7.0,394.0,363.0,31.0,1146.0,1131.0,15.0,1546.0
"West Long Branch","New Jersey","16000US3479310",2682.0,203.0,2479.0,2021.0,458.0,1250.0,2479.0,1799.0,1460.0,339.0,166.0,173.0,680.0,568.0,112.0,6860.0,6061.0,5025.0,5019.0,6.0,536.0,460.0,76.0,500.0,431.0,69.0,799.0
"West New York","New Jersey","16000US3479610",20414.0,1555.0,18859.0,3768.0,15091.0,1123.0,18859.0,11919.0,6790.0,5129.0,1851.0,3278.0,6940.0,5130.0,1810.0,50571.0,41240.0,22846.0,22317.0,529.0,6298.0,5267.0,1031.0,12096.0,11185.0,911.0,9331.0
"Weston","New Jersey","16000US3479715",704.0,8.0,696.0,637.0,59.0,2001.0,696.0,512.0,475.0,37.0,0.0,37.0,184.0,175.0,9.0,1334.0,1140.0,1034.0,1034.0,0.0,0.0,0.0,0.0,106.0,106.0,0.0,194.0
"Westville","New Jersey","16000US3480120",1788.0,84.0,1704.0,1248.0,456.0,828.0,1704.0,1069.0,765.0,304.0,64.0,240.0,635.0,471.0,164.0,4283.0,3428.0,2406.0,2382.0,24.0,244.0,217.0,27.0,778.0,715.0,63.0,855.0
"West Wildwood","New Jersey","16000US3480210",846.0,557.0,289.0,217.0,72.0,1005.0,289.0,169.0,119.0,50.0,26.0,24.0,120.0,108.0,12.0,512.0,384.0,277.0,277.0,0.0,65.0,62.0,3.0,42.0,42.0,0.0,128.0
"Westwood","New Jersey","16000US3480270",4563.0,242.0,4321.0,2834.0,1487.0,1413.0,4321.0,2814.0,2448.0,366.0,104.0,262.0,1507.0,1395.0,112.0,10838.0,9192.0,8085.0,8042.0,43.0,281.0,281.0,0.0,826.0,761.0,65.0,1646.0
"Wharton","New Jersey","16000US3480390",2312.0,186.0,2126.0,1323.0,803.0,1428.0,2126.0,1539.0,1057.0,482.0,244.0,238.0,587.0,440.0,147.0,6519.0,5642.0,3740.0,3704.0,36.0,918.0,842.0,76.0,984.0,887.0,97.0,877.0
